iata,name,city,countryName,regionName,utcOffsetHours,latitude,longitude
NKD,"Sinak, Irian Jaya Airport","Sinak, Irian Jaya",Indonesia,Asia,9,-5.85,110.466667
NKL,Nkolo Airport,Nkolo,The Democratic Republic of The Congo,Africa,2,-1.983333,16.466667
NOE,Norddeich Airport,Norddeich,Germany,Europe,2,53.5,7.166667
NOI,Novorossijsk Airport,Novorossijsk,Russian Federation,Europe,3,44.716667,37.766667
NOL,Nakolik River Airport,Nakolik River,United States,North America,-8,67.9,-160.716667
NON,Nonouti Airport,Nonouti,Kiribati,Oceania,12,-0.680556,174.35
NOO,Naoro Airport,Naoro,Papua New Guinea,Asia,10,-9.2,147.533333
NPG,Nipa Airport,Nipa,Papua New Guinea,Asia,10,-6.133333,143.366667
NPO,Nangapinoh Airport,Nangapinoh,Indonesia,Asia,8,-0.333333,111.733333
NPP,Napperby Airport,Napperby,Australia,Oceania,9.5,-22.5,132.683333
NPU,San Pedro Uraba Airport,San Pedro Uraba,Colombia,South America,-5,4.95,-71.916667
NRE,Namrole Airport,Namrole,Indonesia,Asia,9,-3.854102,126.703082
NRG,Narrogin Airport,Narrogin,Australia,Oceania,8,-32.933333,117.166667
NBR,Nambour Airport,Nambour,Australia,Oceania,10,-26.533333,152.966667
IGO,Chigorodo Airport,Chigorodo,Colombia,South America,-5,7.681667,-76.686667
IHC,Inhaca Airport,Inhaca,Mozambique,Africa,2,-26,32.933333
IHN,Qishn Airport,Qishn,Republic of Yemen,Middle East,3,15.05,50.05
IIA,Inishmaan Airport,Inishmaan,Ireland,Europe,1,53.083333,-9.533333
NRI,Shangri-la Airport,Shangri-la,United States,North America,-5,35.166667,-99.833333
KGN,Kasongo Lunda Airport,Kasongo Lunda,The Democratic Republic of The Congo,Africa,1,-6.583333,16.816667
NRC,NASA Crows Landing Airport,Crows Landing,United States,North America,-7,37.410968,-121.10196
NWT,Nowata Airport,Nowata,Papua New Guinea,Asia,10,-9.983333,149.733333
OCA,Ocean Reef Airport,Ocean Reef,United States,North America,-4,25.325278,-80.274722
NZO,Nzoia Airport,Nzoia,Kenya,Africa,3,0.133333,34.083333
NZW,South Weymouth Airport,South Weymouth,United States,North America,-4,42.166667,-70.933333
OAN,Olanchito Airport,Olanchito,Honduras,Central America,-6,15.504444,-86.574722
OBD,Obano Airport,Obano,Indonesia,Asia,9,-3.9,136.2
OBK,Sky Harbor Airport,Northbrook,United States,North America,-5,42.116667,-87.816667
OBM,Morobe Airport,Morobe,Papua New Guinea,Asia,10,-7.75,147.6
OBT,Oakland/Coliseum Station,Oakland,United States,North America,-4,39.4,-79.416667
OBY,Ittoqqortoormiit Heliport,Ittoqqortoormiit,Greenland,North America,0,70.488333,-21.971944
OCI,Oceanic Airport,Oceanic,United States,North America,-8,60.25,-147.866667
ODL,Cordillo Downs Airport,Cordillo Downs,Australia,Oceania,9.5,-26.716667,140.633333
ODR,Ord River Airport,Ord River,Australia,Oceania,8,-17.5,128.8
OEC,Ocussi Airport,Ocussi,Indonesia,Asia,9,-9.205,124.341667
OEL,Orel Airport,Orel,Russian Federation,Europe,3,52.983333,36.1
OFJ,Olafsfjordur Airport,Olafsfjordur,Iceland,Europe,0,65.583333,-19.833333
GBJ,Les Bases Airport,Marie Galante,Guadeloupe,Caribbean,-4,15.866667,-61.266667
OGE,Ogeranang Airport,Ogeranang,Papua New Guinea,Asia,10,-6.466667,147.466667
OMI,Omidiyeh Air Base,Omidiyeh,Iran,Asia,4.5,30.833333,49.533333
OHI,Oshakati Airport,Oshakati,Namibia,Africa,1,-17.783333,15.8
OHT,Kohat Airport,Kohat,Pakistan,Asia,5,33.583333,71.433333
OIL,Splane Memorial Airport,Oil City,United States,North America,-4,41.433333,-79.7
OKG,Okoyo Airport,Okoyo,Congo,Africa,1,-1.466667,15
OTI,Pitu Airport,Morotai Island,Indonesia,Asia,9,2.044475,128.321428
OKP,Oksapmin Airport,Oksapmin,Papua New Guinea,Asia,10,-5.25,142.083333
OKQ,Okaba Airport,Okaba,Indonesia,Asia,9,-8.1,139.7
OKV,Okao Airport,Okao,Papua New Guinea,Asia,10,-5.561111,141.036667
OLI,Rif Airport,Olafsvik,Iceland,Europe,0,65,-23.983333
OLO,Olomouc Airport,Olomouc,Czech Republic,Europe,2,49.633333,17.2
IIS,Nissan Island Airport,Nissan Island,Papua New Guinea,Asia,10,-4.333333,154.341667
IJU,J. Batista Bos Filho Airport,Ijui,Brazil,South America,-3,-28.416667,-53.916667
IKL,Ikela Airport,Ikela,The Democratic Republic of The Congo,Africa,1,-1.666667,23.666667
OMF,King Hussein Airport,Mafraq,Jordan,Middle East,3,32.35,36.25
OMG,Omega Airport,Omega,Namibia,Africa,1,-18,22.066667
OMJ,Omura Airport,Omura,Japan,Asia,9,32.930172,129.934457
OKL,Gunung Bintang Airport,Oksibil,Indonesia,Asia,9,-4.908143,140.630456
OML,Omkalai Airport,Omkalai,Papua New Guinea,Asia,10,-6.185556,144.958333
OMN,Osmanabad Airport,Osmanabad,India,Asia,5.5,18.15,76.1
OMY,Oddor Meanche Airport,Oddor Meanche,Cambodia,Asia,7,13.816667,104.966667
ONE,Onepusu Airport,Onepusu,Solomon Islands,Oceania,11,-9.166667,161.066667
ONI,Moanamani Airport,Moanamani,Indonesia,Asia,9,-3.333333,135.5
ONN,Onion Bay Airport,Onion Bay,United States,North America,-8,58.233333,-152.833333
ONU,Ono I Lau Airport,Ono I Lau,Fiji,Oceania,12,-16.333333,179
OOT,Onotoa Airport,Onotoa,Kiribati,Oceania,12,-1.916667,175.566667
OPA,Kopasker Airport,Kopasker,Iceland,Europe,0,66.416667,-16.483333
OPW,Opuwa Airport,Opuwa,Namibia,Africa,1,-18.066667,13.833333
ORO,Yoro Airport,Yoro,Honduras,Central America,-6,15.125278,-87.133889
ORR,Yorktown Airport,Yorktown,Australia,Oceania,9.5,-35.033333,137.583333
OSE,Omora Airport,Omora,Papua New Guinea,Asia,10,-7.833333,147.083333
OSG,Ossima Airport,Ossima,Papua New Guinea,Asia,10,-2.966667,141.333333
OGL,Ogle Airport,Georgetown,Guyana,South America,-4,6.807733,-58.105211
OTA,Mota Airport,Mota,Ethiopia,Africa,3,11.066667,37.883333
OTN,Green Airport,Oaktown,United States,North America,-4,38.866667,-87.45
OTO,Vor Airport,Otto,United States,North America,-6,35.066667,-105.933333
OTV,Ontong Java Airport,Ontong Java,Solomon Islands,Oceania,11,-5.513889,159.522778
OVG,Overberg (FAOB),Overberg,South Africa,Africa,2,-34.551667,20.235833
PHB,Parnaiba-Prefeito Dr. Joao Silva Filho International Airport,Parnaiba,Brazil,South America,-3,-2.894273,-41.730505
OVR,Olavarria Airport,Olavarria,Argentina,South America,-3,-36.888889,-60.227778
OWE,Owendo Airport,Owendo,Gabon,Africa,1,0.35,9.483333
OYS,Yosemite National Park Airport,Yosemite National Park,United States,North America,-7,37.85,-119.55
OZI,Bobadilla Airport,Bobadilla,Spain and Canary Islands,Europe,2,37.6625,-24.9
OZU,Montilla Airport,Montilla,Spain and Canary Islands,Europe,2,37.6,-4.633333
PAW,Pambwa Airport,Pambwa,Papua New Guinea,Asia,10,-11.416667,154.033333
PAY,Pamol Airport,Pamol,Malaysia,Asia,8,5.993056,117.394444
PBK,Pack Creek Airport,Pack Creek,United States,North America,-8,57.8,-134.7
ILK,Ilaka Airport,Ilaka,Madagascar,Africa,3,-20.333333,47.166667
PBS,Patong Beach Airport,Patong Beach,Thailand,Asia,7,7.895278,98.291667
PBT,Puerto Leda Airport,Puerto Leda,Paraguay,South America,-4,-20.616667,-58.026944
OUK,Outer Skerries Airport,Outer Skerries,United Kingdom,Europe,1,60.424406,-0.748525
PBX,Porto Alegre Do Norte Airport,Porto Alegre Do Norte,Brazil,South America,-4,-10.860833,-51.684444
PDO,Pendopo Airport,Pendopo,Indonesia,Asia,7,-3.283333,103.866667
PBA,Point Barrow Airport,Barrow,United States,North America,-8,71.340678,-156.63737
PCO,Punta Colorada Airport,Punta Colorada,Mexico,North America,-6,23.583333,-109.5
PCV,Punta Chivato Airport,Punta Chivato,Mexico,North America,-7,27.083333,-112
PDE,Pandie Pandie Airport,Pandie Pandie,Australia,Oceania,9.5,-26,138.666667
PDN,Parndana Airport,Parndana,Australia,Oceania,9.5,-35.916667,138.083333
PDR,Presidente Dutra Municipal Airport,Presidente Dutra,Brazil,South America,-3,-5.311111,-44.480278
PEA,Penneshaw Airport,Penneshaw,Australia,Oceania,9.5,-35.733333,137.933333
PEB,Pebane Airport,Pebane,Mozambique,Africa,2,-17.166667,38.133333
PEF,Peenemuende Airport,Peenemuende,Germany,Europe,2,54.166667,13.766667
PAK,Port Allen Airport,Hanapepe,United States,North America,-10,21.900305,-159.598297
PEL,Pelaneng Airport,Pelaneng,Lesotho,Africa,2,-30.55,27.916667
PEP,Peppimenarti Airport,Peppimenarti,Australia,Oceania,9.5,-14.15,130.1
PEY,Penong Airport,Penong,Australia,Oceania,9.5,-31.916667,133.016667
PFA,Paf Warren Airport,Paf Warren,United States,North America,-8,58.666667,-156.833333
PFD,Port Frederick Airport,Port Frederick,United States,North America,-8,57.95,-135.65
PGB,Panaoa Airport,Panaoa,Papua New Guinea,Asia,10,-7.016667,141.55
PGE,Yegepa Airport,Yegepa,Papua New Guinea,Asia,10,-7.133333,146.15
PGG,Progresso Airport,Progresso,Brazil,South America,-3,-6.954167,-55.461111
PHA,Phan Rang Airport,Phan Rang,Viet Nam,Asia,7,11.633333,108.95
PCN,Picton Aerodrome,Picton,New Zealand,Oceania,12,-41.342834,173.959595
PHH,Phan Thiet Airport,Phan Thiet,Viet Nam,Asia,7,10.9,108.066667
PHZ,Phi Phi Island Airport,Phi Phi Island,Thailand,Asia,7,8.166667,98.283333
PIG,Pitinga Airport,Pitinga,Brazil,South America,-4,-24.75,-51.716667
GFR,Granville Airport,Granville,France,Europe,2,48.883333,-1.566667
PIL,Pilar Airport,Pilar,Paraguay,South America,-4,-26.866667,-58.333333
PIQ,Pipillipai Airport,Pipillipai,Guyana,South America,-4,5.5,-59
HRM,Tilrempt Airport,Hassi R'Mel,Algeria,Africa,1,33.933663,3.301419
PKH,Alexion Airport,Porto Kheli,Greece,Europe,3,37.301389,23.147222
PKJ,Playa Grande Airport,Playa Grande,Guatemala,Central America,-6,15.6425,-90.761944
PSJ,Kasiguncu Airport,Poso,Indonesia,Asia,9,-1.416767,120.657577
PKM,Port Kaituma Airport,Port Kaituma,Guyana,South America,-4,7.733333,-59.883333
PKS,Paksane Airport,Paksane,Lao People's Democratic Republic,Asia,7,18.366667,103.683333
PLE,Paiela Airport,Paiela,Papua New Guinea,Asia,10,-5.383333,142.983333
PLI,Palm Island Airport,Palm Island,Saint Vincent and the Grenadines,Caribbean,-4,12.35,-61.233333
PLT,Plato Airport,Plato,Colombia,South America,-5,9.783333,-74.783333
PME,Portsmouth Airport,Portsmouth,United Kingdom,Europe,1,50.8,-1.083333
PMP,Pimaga Airport,Pimaga,Papua New Guinea,Asia,10,-6.666667,143.416667
PMT,Paramakotoi Airport,Paramakotoi,Guyana,South America,-4,7.566667,-57.183333
PMU,Paimiut Sea Plane Base,Paimiut,United States,North America,-8,61.983333,-160.333333
PNF,Peterson's Point Airport,Peterson's Point,United States,North America,-8,58.683333,-156.833333
PRV,Prerov Airport,Prerov,Czech Republic,Europe,2,49.590278,17.208333
PNO,Pinotepa Nacional Airport,Pinotepa Nacional,Mexico,North America,-5,16.3425,-98.069444
PNV,Panevezys Airport,Panevezys,Lithuania,Europe,3,55.733333,24.383333
POQ,Polk Inlet Airport,Polk Inlet,United States,North America,-8,55.35,-132.5
PPD,Palmas Del Mar Air Strip,Humacao,Puerto Rico,Caribbean,-4,18.15,-65.833333
PPJ,Pulau Panjang Airport,Pulau Panjang,Indonesia,Asia,7,-0.633333,103.3
PPX,Param Airport,Param,Papua New Guinea,Asia,10,-9.995833,149.591667
PRD,Pardoo Airport,Pardoo,Australia,Oceania,8,-20.1,119.116667
PRE,Pore Airport,Pore,Colombia,South America,-5,5.7,-71.983333
PRF,Port Johnson Airport,Port Johnson,United States,North America,-8,55.133333,-132
PRL,Port Oceanic Airport,Port Oceanic,United States,North America,-8,60.208333,-147.819444
PRR,Paruima Airport,Paruima,Guyana,South America,-4,5.8,-61.05
PKL,Pakatoa Island Airport,Pakatoa Island,New Zealand,Oceania,12,-36.796488,175.195741
PPO,Powell Point Seaplane Base,Powell Point,Bahamas,Caribbean,-4,24.840348,-76.338536
PUE,Puerto Obaldia Airport,Puerto Obaldia,Panama,Central America,-5,8.66694,-77.41694
PST,Preston Airport,Preston,Cuba,Caribbean,-4,20.75,-75.666667
PSQ,Philadelphia Sea Plane Base,Philadelphia,United States,North America,-4,39.859081,-75.299458
PSY,Port Stanley Airport,Port Stanley,Falkland Islands,South America,-3,-51.7,-57.85
PTC,Port Alice Airport,Port Alice,United States,North America,-8,55.783611,-133.585
PTD,Port Alexander Airport,Port Alexander,United States,North America,-8,56.25,-134.65
GFY,Grootfontein Airport,Grootfontein,Namibia,Africa,1,-19.6,18.133333
GGO,Guilo Airport,Guilo,Cote d'Ivoire,Africa,0,6.333333,-7.75
GHC,Great Harbour Airport,Great Harbour,Bahamas,Caribbean,-4,25.738056,-77.840278
PTL,Port Armstrong Airport,Port Armstrong,United States,North America,-8,56.297222,-134.6625
PTR,Pleasant Harbor Airport,Pleasant Harbor,United States,North America,-8,57.75,-152.833333
PUH,Pochutla Airport,Pochutla,Mexico,North America,-5,15.733333,-96.466667
PUI,Pureni Airport,Pureni,Papua New Guinea,Asia,10,-5.833333,142.833333
PUL,Poulsbo Airport,Poulsbo,United States,North America,-7,47.733333,-122.65
PUP,Po Airport,Po,Burkina Faso,Africa,0,11.183333,-1.166667
PUR,Puerto Rico Airport,Puerto Rico,Bolivia,South America,-4,-11.1125,-67.52
PUV,Poum Airport,Poum,New Caledonia,Oceania,11,-20.294444,164.101389
PUX,Puerto Varas Airport,Puerto Varas,Chile,South America,-3,-40.340278,-72.944444
PWI,Beles Airport,Pawi,Ethiopia,Africa,3,11.333333,36.416667
PWL,Purwokerto Airport,Purwokerto,Indonesia,Asia,7,-7.466667,109.15
PWN,Pitts Town Airport,Pitts Town,Bahamas,Caribbean,-4,22.833333,-74.35
PWR,Port Walter Airport,Port Walter,United States,North America,-8,56.383333,-134.65
PXL,Polacca Airport,Polacca,United States,North America,-7,35.8,-110.333333
ILQ,Ilo Airport,Ilo,Peru,South America,-5,-17.666667,-71.333333
IMB,Imbaimadai Airport,Imbaimadai,Guyana,South America,-4,5.716667,-60.283333
PXS,Puerto De Santa Maria Airport,Puerto De Santa Maria,Spain and Canary Islands,Europe,2,36.6,-6.216667
PYA,Puerto Boyaca Airport,Puerto Boyaca,Colombia,South America,-5,5.966667,-74.6
PYB,Jeypore Airport,Jeypore,India,Asia,5.5,18.833333,82.633333
PYL,Perry Sea Plane Base,Perry Island,United States,North America,-8,35.033333,-92.816667
RAQ,Sugimanuru Airport,Raha,Indonesia,Asia,9,-4.916667,122.583333
RAU,Rangpur Airport,Rangpur,Bangladesh,Asia,6,25.7,89.366667
RAW,Arawa Airport,Arawa,Papua New Guinea,Asia,10,-6.25,155.583333
RBI,Rabi Airport,Rabi,Fiji,Oceania,12,15,-179
RBN,Fort Jefferson Airport,Fort Jefferson,United States,North America,-4,24.616667,-82.866667
RBU,Roebourne Airport,Roebourne,Australia,Oceania,8,-20.8,117.166667
RCN,American River Airport,American River,Australia,Oceania,9.5,-35.833333,138
ILU,Kilaguni Airport,Kilaguni,Kenya,Africa,3,-2.906443,38.072049
RDA,Rockhampton Downs Airport,Rockhampton Downs,Australia,Oceania,9.5,-18.95,135.166667
RDE,Merdey Airport,Merdey,Indonesia,Asia,9,-1.583333,133.333333
RDS,Rincon de Los Sauces Airport,Rincon de Los Sauces,Argentina,South America,-3,-37.383333,-68.9
MUM,Mumias Airport,Mumias,Kenya,Africa,3,0.333333,34.483333
REH,Rehoboth Beach Airport,Rehoboth Beach,United States,North America,-4,38.7,-75.1
REI,Regina Airport,Regina,French Guiana,South America,-3,4.316667,-52.133333
RER,Base Aerea Del Sur Airport,Retalhuleu,Guatemala,Central America,-6,14.520278,-91.696944
RFK,Rollang Field,Anguilla,United States,North America,-5,32.966667,-90.816667
RFR,Rio Frio Airport,Rio Frio,Costa Rica,Central America,-6,10.333333,-83.883333
RFS,Rosita Airport,Rosita,Nicaragua,Central America,-6,13.883333,-84.4
RGH,Balurghat Airport,Balurghat,India,Asia,5.5,25.25,88.733333
RHA,Reykholar Airport,Reykholar,Iceland,Europe,0,65.166667,-21.416667
RHD,Rio Hondo Airport,Rio Hondo,Argentina,South America,-3,-27.533333,-64.95
RHL,Roy Hill Airport,Roy Hill,Australia,Oceania,8,-22.75,120
RIT,Rio Tigre Airport,Rio Tigre,Panama,Central America,-5,7.833333,-80.8
RIZ,Rio Alzucar Airport,Rio Alzucar,Panama,Central America,-5,8.25,-80.833333
RMC,Machesney Airport,Rockford,United States,North America,-5,42.266667,-89.1
RJI,Rajouri Airport,Rajouri,India,Asia,5.5,33.368611,74.3025
RKC,Yreka Airport,Yreka,United States,North America,-7,41.733333,-122.633333
RKI,Rokot Airport,Rokot,Indonesia,Asia,7,-0.95,100.75
RKO,Sipora Airport,Sipora,Indonesia,Asia,7,-2.083333,116
RLU,Bornite Upper Airport,Bornite,United States,North America,-8,67.75,-156
RMD,Ramagundam Airport,Ramagundam,India,Asia,5.5,18.766667,79.4
RMN,Rumginae Airport,Rumginae,Papua New Guinea,Asia,10,-6.166667,141.166667
RNR,Robinson River Airport,Robinson River,Papua New Guinea,Asia,10,-10.133333,147.75
RON,Rondon Airport,Rondon,Colombia,South America,-5,6.3,-71.083333
RPA,Rolpa Airport,Rolpa,Nepal,Asia,5.75,26.983333,87.333333
RPB,Roper Bar Airport,Roper Bar,Australia,Oceania,9.5,-14.733333,134.733333
RPV,Roper Valley Airport,Roper Valley,Australia,Oceania,9.5,-14.966667,134.033333
RRI,Barora Airport,Barora,Solomon Islands,Oceania,11,-7.5,158.266667
RRM,Marromeu Airport,Marromeu,Mozambique,Africa,2,-18.333333,35.933333
RRN,Serra Do Norte Airport,Serra Do Norte,Brazil,South America,-3,-11,-59
RRO,Sorrento Airport,Sorrento,Italy,Europe,2,40.616667,14.366667
RRV,Robinson River Airport,Robinson River,Australia,Oceania,9.5,-16.75,136.966667
RSG,Serra Pelada Airport,Serra Pelada,Brazil,South America,-3,-5.95,-49.65
RSK,Ransiki Airport,Ransiki,Indonesia,Asia,9,-1.5,134.183333
RTD,Rotunda Airport,Rotunda,United States,North America,-4,26.866667,-82.266667
RTE,Marguerite Bay Airport,Marguerite Bay,United States,North America,-8,55.7,-131.633333
RTY,Merty Airport,Merty,Australia,Oceania,9.5,-28.25,139
RUF,"Yuruf, Irian Jaya Airport","Yuruf, Irian Jaya",Indonesia,Asia,9,-3.633333,140.933333
RUU,Ruti Airport,Ruti,Papua New Guinea,Asia,10,-5.183333,144.15
MZM,Frescaty Airport,Metz,France,Europe,2,49.0725,6.134444
RUV,Rubelsanto Airport,Rubelsanto,Guatemala,Central America,-6,15.833333,-90.333333
RUY,Copan Airport,Copan,Honduras,Central America,-6,15,-88
RVC,Rivercess Airport,Rivercess,Liberia,Africa,0,5.466667,-9.583333
RVH,Rzhevka Airport,Saint Petersburg,Russian Federation,Europe,3,59.983333,30.6
RWB,Rowan Bay Airport,Rowan Bay,United States,North America,-8,56.75,-134.133333
RWS,Sumare Airport,Sumare,Brazil,South America,-3,-22.800556,-47.192222
RXA,Raudha Airport,Raudha,Republic of Yemen,Middle East,3,15.433333,44.216667
RYB,Rybinsk Airport,Rybinsk,Russian Federation,Europe,3,58.133333,38.866667
RZH,Quartz Hill Airport,Lancaster,United States,North America,-7,34.666667,-118
RZN,Ryazan Airport,Ryazan,Russian Federation,Europe,3,54.633333,39.583333
SAZ,Sasstown Airport,Sasstown,Liberia,Africa,0,4.666667,-8.433333
SBB,Santa Barbara Ba Airport,Santa Barbara Ba,Venezuela,South America,-4.5,7.783333,-71.166667
SBC,Selbang Airport,Selbang,Papua New Guinea,Asia,10,-5.316667,141.75
SBE,Suabi Airport,Suabi,Papua New Guinea,Asia,10,-6.1,142.283333
SBF,Sardeh Band Airport,Sardeh Band,Afghanistan,Asia,4.5,33.616667,68.533333
SBQ,Sibi Airport,Sibi,Pakistan,Asia,5,29.55,67.883333
SBT,Tri-City Airport,San Bernardino,United States,North America,-7,34.1,-117.283333
SBV,Sabah Airport,Sabah,Papua New Guinea,Asia,10,-5.333333,155.016667
SCA,Santa Catalina Airport,Santa Catalina,Colombia,South America,-5,10.6,-75.283333
SCD,Sulaco Airport,Sulaco,Honduras,Central America,-6,14.916111,-87.266667
SCP,Saint Crepin Airport,Saint Crepin,France,Europe,2,45.416667,0.616667
SCR,Scranton Municipal Airport,Scranton,United States,North America,-4,41.416667,-75.666667
SDC,Sandcreek Airport,Sandcreek,Guyana,South America,-4,3.333333,-58.166667
SDH,Santa Rosa De Copan Airport,Santa Rosa De Copan,Honduras,Central America,-6,14.777222,-88.776389
IMM,Immokalee Airport,Immokalee,United States,North America,-4,26.416667,-81.416667
SDO,Ryotsu Sado Island Airport,Ryotsu Sado Island,Japan,Asia,9,38.133333,138.416667
SDW,Sandwip Airport,Sandwip,Bangladesh,Asia,6,22.483333,91.416667
SEQ,Sungaipinang Airport,Sungaipinang,Indonesia,Asia,7,-0.8,114.066667
SES,Selfield Airport,Selma,United States,North America,-5,32.726111,-87.087222
SFX,San Felix Airport,San Felix,Venezuela,South America,-4.5,8.216667,-62.383333
SET,San Esteban Airport,San Esteban,Honduras,Central America,-6,15.316667,-85.866667
SEV,Severodoneck Airport,Severodoneck,Ukraine,Europe,3,48.9,38.55
SGW,Saginaw Bay Airport,Saginaw Bay,United States,North America,-8,58.4776,-134.1578
SEX,Sembach Airport,Sembach,Germany,Europe,2,49.5,7.866667
SFR,San Fernando Airport,San Fernando,United States,North America,-7,34.266667,-118.433333
SFV,Santa Fe Do Sul Airport,Santa Fe Do Sul,Brazil,South America,-3,-19.833333,-50.166667
SFW,Santa Fe Airport,Santa Fe,Panama,Central America,-5,8.833333,-81.166667
SGB,Singaua Airport,Singaua,Papua New Guinea,Asia,10,-6.7,147.133333
SGI,Sargodha Airport,Sargodha,Pakistan,Asia,5,32.046843,72.671173
GHF,Giebelstadt Airport,Giebelstadt,Germany,Europe,2,49.65,9.966667
GHK,Gush Katif Airport,Gush Katif,Israel,Middle East,3,31.083333,35.3
SGJ,Sagarai Airport,Sagarai,Papua New Guinea,Asia,10,-10.466667,150.15
SGP,Shay Gap Airport,Shay Gap,Australia,Oceania,8,-20.816667,120.233333
SGQ,Sanggata Airport,Sanggata,Indonesia,Asia,8,0.5,117.333333
SGG,Sermiligaaq Heliport,Sermiligaaq,Greenland,North America,-2,65.906081,-36.378272
SHU,Smith Point Airport,Smith Point,Australia,Oceania,9.5,-11.133333,132.133333
SHZ,Seshutes Airport,Seshutes,Lesotho,Africa,2,-29.166667,28
SIH,Silgarhi Doti Airport,Silgarhi Doti,Nepal,Asia,5.75,29.266667,80.975
SIM,Simbai Airport,Simbai,Papua New Guinea,Asia,10,-5.25,144.533333
SIU,Siuna Airport,Siuna,Nicaragua,Central America,-6,13.727222,-84.777778
SJG,San Pedro Jagua Airport,San Pedro Jagua,Colombia,South America,-5,9.4,-75.066667
SJH,San Juan Del Cesar Airport,San Juan Del Cesar,Colombia,South America,-5,10.766667,-73.016667
SJR,San Juan De Uraba Airport,San Juan De Uraba,Colombia,South America,-5,8.766667,-76.533333
SJS,San Jose Airport,San Jose,Bolivia,South America,-4,-17.827222,-60.738333
SJX,Sartaneja Airport,Sartaneja,Belize,Central America,-6,18.3,-88.333333
SKI,Skikda Airport,Skikda,Algeria,Africa,1,36.833333,6.966667
SKM,Skeldon Airport,Skeldon,Guyana,South America,-4,5.877778,-57.175
SKQ,Sekakes Airport,Sekakes,Lesotho,Africa,2,-29.65,28.166667
SLF,Sulayel Airport,Sulayel,Saudi Arabia,Middle East,3,20.466667,45.616667
SLS,Silistra Airport,Silistra,Bulgaria,Europe,3,44.056389,27.180556
SMC,Santa Maria Airport,Santa Maria,Colombia,South America,-5,8.166667,-77.05
SMH,Sapmanga Airport,Sapmanga,Papua New Guinea,Asia,10,-6.083333,146.75
SMJ,Sim Airport,Sim,Papua New Guinea,Asia,10,-7.566667,146.983333
SMP,Stockholm Airport,Stockholm,Papua New Guinea,Asia,10,-4.566667,151.966667
SMT,Sun Moon Lake Airport,Sun Moon Lake,Republic of China Taiwan,Asia,8,23.883333,120.933333
SMW,Smara Airport,Smara,Morocco,Africa,1,26.733333,-11.683333
SMZ,Stoelmanseiland Airport,Stoelmanseiland,Suriname,South America,-3,4.343056,-54.4
SNT,Sabana De Torres Airport,Sabana De Torres,Colombia,South America,-5,7.666667,-73
